"","text","subject_label","subject_predicted","structure_label","structure_predicted"
"1520","No mention of Figure 2? Make sure you refer in the text to all figures included at the end",3,3,3,2
"1521","What are these values? Are they averaged values? In that case, you should report mean ± SD",3,3,4,2
"1522","I forgot to mention this, but what do your error bars represent? Put that here.",3,3,2,2
"1523","I would say “we predict”, otherwise it looks like you have two hypotheses with the one at the end of the paragraph",2,2,2,4
"1524","Talk a bit about what, biologically, is going on in the muscle here",3,2,4,4
"1525","Remove",2,2,2,2
"1526","Typically, you do not need citations in your abstract because anything specific enough to need a citation is probably too detailed for the abstract.",2,2,5,3
"1527","Caterpillar",3,3,2,2
"1528","At 27C",3,3,2,2
"1529","Citation formatting",3,3,2,2
"1530","Consider mentioning the chemical name in the title",2,3,4,2
"1531","Stats?",3,3,2,2
"1532","The standard deviation bars seem to have been put through excel’s default standard deviation error bars (They don’t work properly). For help on how to put in the error bars properly, feel free to email me or refer to the resource guide for a guide on how to format these error bars.",3,3,4,4
"1533","Make sure the axes titles are easy to see and be sure to clean up the picture a little by deleting “plot area”",3,3,2,3
"1534","Seems like you’re saying opposite things here.",2,2,1,4
"1535","Title should VERY briefly state the main takeaway of your experiment",2,2,4,4
"1536","Give a little more explanation as to why this is your hypothesis. Tell me why alkaline pH could disrupt this light-dependent reactions. Otherwise, good intro too!",4,4,4,4
"1537","Other results of your stats, df and t-stat",3,3,2,2
"1538","If there were any trends observed, I would include a sentence or 2 about that as well (from your results).",2,2,4,4
"1539","I think you are explaining here the role of AchE, not the role of the blocker, so you should be consequent with that.You could explain first the function of AchE and then specify that you will use a blocker to study its role.",2,4,3,4
"1540","Can you end on something broader? Why does this research matter to us? How might it be applied to problems in the real world?",2,4,2,3
"1541","The two sample t-test should’ve been from data for both groups",3,3,4,2
"1542","?",4,3,1,2
"1543","What structure should be repolarized? The membrane",3,2,4,2
"1544","Mention your critical value for p to determine significance",3,3,2,2
"1545","Your explanation of plant allocation was not specific enough and you provided a lot of extraneous information.",2,4,3,4
"1546","You need to better introduce your experimental treatment. Why might temperature change aggression level? You need to walk the reader through your thought process step by step.",4,4,4,5
"1547","It should’ve been a two sample t-test",3,3,2,2
"1548","It’s more a behavior exhibited by Physarum toward chemicals the elicit this behavior.",3,4,4,4
"1549","Your results should include some actual numbers, such as averages +/- standard deviations",3,3,3,2
"1550","Here is a good place to talk about how you quantified the aggressive behaviors. You didn’t just observe the behaviors, you used the points system (which you explain well below, so you can work that part in up here instead of at the end of methods).",2,2,5,5
"1551","So some of this is accounted for in the experiment because you are running a paired t-test.",3,3,4,2
"1552","You should refer the figures here in the text. Fr example mention (Figure 1) at the end of the sentence that describe the change in weight of the caterpillars.",3,3,4,4
"1553","Have to have references in the discussion section. Compare to other studies, to support why your data did or didn’t match your predictions",1,4,4,4
"1554","The specific labels are not as important as we can easily label them “X” and “Y” and get the same results.",3,3,4,4
"1555","You need to specify the statistical outcome here. This statement requires the p-value of the test as a supportAvoid using whole sentences just for the statistics. Combine the statistical outcome and the result. Remember the example that we analyzed in lab, last week.",3,3,4,4
"1556","You should have used a paired t-test. If this is what you used, say that. If not, what did you do?",3,3,4,2
"1557","Did you mean for each leg before and after the injection?",3,3,4,2
"1558","Orient me here—where in the plant cell are we? (What reactions are we looking at specifically?)",3,4,4,4
"1559","Where are your error bars? (and remember to put what they represent in the caption).",3,3,4,2
"1560","Still need more references to back up this claim",3,4,4,4
"1561","Where else do we see this pathway? So…why else is Physarum a great model organism for signaling studies?",3,4,4,4
"1562","This is raw data and shouldn’t be in your Report",3,3,3,3
"1563","Chart not needed",3,3,2,2
"1564","I would put this a little earlier in the intro right after you finish discussion muscle contractions",2,2,4,4
"1565","Some problems with interpretation of stats. Since the stats weren’t significant, you can’t say that “R:S was higher in the control…”. Just say that there was no difference between the two groups.     Need to give the p value in the text here",3,3,4,4
"1566","You don’t need so much here. Just a little taste of this would be enough.",2,2,4,2
"1567","Mention your specific incubation period",3,3,2,2
"1568","What does Precor mimic?",3,3,4,2
"1569","You can also examine the previous traces against a light source to understand if your control group was indeed moved away from food. Should have discussed about the control group.",4,4,4,4
"1570","[Written: 1996], first author only",3,3,2,2
"1571","Try to avoid using colloquial language. Look out for these throughout the report",2,2,3,3
"1572","Spelling mistake [didn’t follow up]",2,2,1,2
"1573","You should refer people to your tables/figures when talking about the results they show (this section), not just later in the discussion.",3,3,3,4
"1574","For the next lab report, make sure your error bars are fitted to each data point; I can help with that!",3,3,2,4
"1575","Does this fact contradict your results? The use of “however” here seems out of place.",4,2,4,4
"1576","Avoid writing sentences for the statistical outcome only. Remember the example form last lab. Statistics should support the results.",3,3,3,3
"1577","Are these averages? Where are your error bars?",3,3,2,2
"1578","Generally we don’t have citations in the abstract",2,2,3,3
"1579","For the same reason as above, I would only include the graph and label which bars represent which treatment.",3,3,2,4
"1580","Missing error bars",3,3,4,2
"1581","This looks like methods material.",2,2,4,3
"1582","???",2,3,1,2
"1583","What did this study do? What did they find?",4,2,4,3
"1584","Indicate the critical value of P to determine significance",3,3,4,2
"1585","No web links",3,3,3,2
"1586","?????",2,3,1,2
"1587","No need to show the same data in the table and in a figure",3,3,3,4
"1588","Force and amplitude are different things",3,3,3,4
"1589","Why? Is this part of your hypothesis? If you want to test this, you should talk about variations in individual behavior (or something along those lines) in your intro, and make a prediction for what you will find in your hypothesis.",4,4,4,4
"1590","Refer to figures. Include your t-test results to justify.",3,3,2,2
"1591","Be careful here. Even though the means were slightly different, the stats weren’t significant, so I would just say that the weight ratios were not different",3,3,2,4
